N,P,K,plant,temp,humidity,ph,rainfall
118.0,46.0,20.0,Cabai,26.681360303936287,79.77630214983424,6.87875153462879,55.90075519486889
118.0,46.0,20.0,Cabai,25.896503893653584,79.33328272242646,6.8871460838328336,69.79007253109044
118.0,46.0,20.0,Cabai,26.37417711760779,81.09169689440368,6.870806751194019,66.54778993492704
118.0,46.0,20.0,Cabai,25.862539571568,79.48305788679123,6.911611514821354,76.4029626521956
50.0,200.0,200.0,Cabai,19.785507711375875,91.98820148116921,6.246873068649119,81.74890239550706
50.0,200.0,200.0,Cabai,19.22868051216711,92.20717753992918,6.2274251961337495,80.44596541256355
50.0,200.0,200.0,Cabai,19.811438738035125,91.83583741132672,6.223661803363691,83.36891444927517
50.0,200.0,200.0,Cabai,19.641970114259994,93.0668664479449,6.238095672368676,82.84412821174337
50.0,200.0,200.0,Cabai,19.810600258600793,92.77528475118118,6.2269399644519385,83.2623231061125
50.0,200.0,200.0,Cabai,19.8533376210342,92.72376030110672,6.210191294402756,81.08701548244123
50.0,200.0,200.0,Cabai,19.689052173346397,92.83338575653954,6.269201492673631,81.03567560047793
50.0,200.0,200.0,Cabai,19.768431298688302,92.80809248563247,6.242619900352946,82.12387292866855
50.0,200.0,200.0,Cabai,19.334561927000834,92.7830032602862,6.2778921479499825,79.11064506550595
50.0,200.0,200.0,Cabai,19.739341065785048,92.60340494511713,6.226306232144195,79.96331848358498
100.0,150.0,150.0,Cabai,23.6568101202457,92.9652103105531,6.210781195000809,79.44860386995587
100.0,150.0,150.0,Cabai,23.903562289729095,92.32940125920115,6.263502094613321,80.55011185795944
100.0,150.0,150.0,Cabai,23.62939752161729,92.94372956191805,6.254713057821308,78.20375030746983
100.0,150.0,150.0,Cabai,23.771848274779238,92.02826061702552,6.249888388581401,79.1709929021274
100.0,150.0,150.0,Cabai,23.735167353848816,92.05385464835177,6.254878867851637,80.97660315403245
100.0,150.0,150.0,Cabai,23.601506376979884,92.37355377171366,6.273663616119832,79.37673597786545
100.0,150.0,150.0,Cabai,23.89207788515229,92.36448162557527,6.270428538084172,81.80024911740254
100.0,150.0,150.0,Cabai,23.78199510091472,92.9237752799967,6.275694945936285,80.0422522313512
100.0,150.0,150.0,Cabai,23.8954312366514,92.0221092708066,6.233810676780119,81.48677193278624
100.0,150.0,150.0,Cabai,23.704540097982065,93.08994302903568,6.263156280896235,81.27332878888329
130.0,100.0,100.0,Cabai,22.366790304040144,92.2013793430399,6.260451674993805,84.32182171463309
130.0,100.0,100.0,Cabai,22.518177500121745,91.67727084447134,6.252554664864798,79.80703606568098
130.0,100.0,100.0,Cabai,22.75181895656607,92.46121706430239,6.277617483029945,78.56497295782266
130.0,100.0,100.0,Cabai,22.88308308724346,92.56422527009482,6.263218576717847,79.80645451161725
130.0,100.0,100.0,Cabai,22.29701875744759,93.00767603375309,6.264711864756077,80.61568017476738
130.0,100.0,100.0,Cabai,22.125747742182675,91.8512740565413,6.2231143531836945,80.0856881388389
130.0,100.0,100.0,Cabai,22.09131950451983,92.68306658649578,6.249856758601321,80.56291331377065
130.0,100.0,100.0,Cabai,22.457961842093077,92.75067474650356,6.257540766736139,79.48280685318166
130.0,100.0,100.0,Cabai,22.501949989953765,92.14065110821241,6.27236499984131,83.29519701645897
130.0,100.0,100.0,Cabai,22.735753639047992,92.0711017043401,6.254186350724732,81.34487106585512
100.0,50.0,200.0,Cabai,26.658672386467696,69.80373695478552,6.2550892003371334,80.9281105868238
100.0,50.0,200.0,Cabai,26.873309781756603,70.53168094752797,6.282184622792128,80.72793899496529
100.0,50.0,200.0,Cabai,26.91249532061542,69.21051998312166,6.191035450241582,80.61886019338375
100.0,50.0,200.0,Cabai,26.398017531798246,69.70453956025075,6.245873339707365,82.25802861882391
100.0,50.0,200.0,Cabai,26.89402750482681,70.47208059591759,6.272473698839754,80.81570450200698
100.0,50.0,200.0,Cabai,26.628727057133617,70.68851594080799,6.246251903567051,81.49183343747403
100.0,50.0,200.0,Cabai,26.650178909540116,70.55087577314978,6.250428781911683,78.82657733405249
100.0,50.0,200.0,Cabai,26.62121624393857,70.59654548399456,6.220710499759294,80.53701015491426
100.0,50.0,200.0,Cabai,26.41494029538084,70.86807306488711,6.258669612504968,82.10975419805932
100.0,50.0,200.0,Cabai,26.06996015042182,70.09488726110514,6.290200794978939,78.66472092950808
125.0,75.0,275.0,Cabai,29.433653775584443,77.21799237233336,6.268121670306388,82.98591906993852
125.0,75.0,275.0,Cabai,29.693512491350063,77.36299684713461,6.276498852527384,76.66268983419688
125.0,75.0,275.0,Cabai,29.275562776969267,77.51800215714272,6.243231584927001,80.88540483807253
125.0,75.0,275.0,Cabai,29.199509189160118,77.73001785586962,6.236779384654229,82.06749079255844
125.0,75.0,275.0,Cabai,29.618998390728137,77.17523121846543,6.237083303689213,82.31453416335678
125.0,75.0,275.0,Cabai,29.56231515723111,77.35558771805145,6.2666153150797275,76.9979348165596
125.0,75.0,275.0,Cabai,29.274216710947357,77.69648054942937,6.2735290680187905,80.01759782163772
125.0,75.0,275.0,Cabai,29.46087841037061,78.51803311813237,6.229250690433463,77.6939981623546
125.0,75.0,275.0,Cabai,29.241393350590833,77.06699967434585,6.252202950435382,78.23022762654028
125.0,75.0,275.0,Cabai,29.394932655601966,77.05110433439467,6.258143459558535,81.13125763851964
1.8,1.0,125.0,Cabai,26.73547373021357,79.59880380419338,6.248885237169905,79.06906053761067
1.8,1.0,125.0,Cabai,26.632494663127844,80.2433620863639,6.21479102199045,84.68360739142283
1.8,1.0,125.0,Cabai,26.391974496685304,78.77157700215977,6.286404923437715,81.40383616343287
1.8,1.0,125.0,Cabai,26.877799299623234,79.53675510449362,6.268165397066144,81.26336066604081
1.8,1.0,125.0,Cabai,26.81019999155574,79.42553974490046,6.22521006772833,80.95392174960021
1.8,1.0,125.0,Cabai,27.2415002006716,79.43587492780833,6.223548357455838,79.38670545510608
1.8,1.0,125.0,Cabai,26.644534534069578,79.1956547934063,6.255677118724208,81.47051635655019
1.8,1.0,125.0,Cabai,26.26552338918614,79.69523152701441,6.250672601451402,79.78924630657707
1.8,1.0,125.0,Cabai,26.690847490714738,79.19584991787329,6.2698629781095345,80.59807822303678
1.8,1.0,125.0,Cabai,26.586346022219345,79.55057478494902,6.234829818862313,79.98716262209732
150.0,100.0,350.0,Cabai,30.830242697657283,79.10167998755273,6.344138023976939,80.29941416467648
150.0,100.0,350.0,Cabai,30.441339634048873,78.62064146749975,6.285251422974847,80.40244954897487
150.0,100.0,350.0,Cabai,30.468967591221283,79.05566863062145,6.317309757753815,80.83995168319144
150.0,100.0,350.0,Cabai,30.465731335642765,79.11447606061907,6.302300761031975,82.05604544818203
150.0,100.0,350.0,Cabai,30.605695332956685,79.34781330049191,6.302526099056303,82.84727500592172
150.0,100.0,350.0,Cabai,30.338217600184286,79.58278115639577,6.316334838255133,81.05041280380352
150.0,100.0,350.0,Cabai,30.552754671600994,79.49519623148805,6.31800303994915,80.37599300244827
150.0,100.0,350.0,Cabai,30.72421429238059,78.49555357770816,6.311249587795109,80.0371384954558
150.0,100.0,350.0,Cabai,30.422411386068774,78.91227067387561,6.314737049394926,80.96733494174246
150.0,100.0,350.0,Cabai,30.475871483117174,78.63371610939237,6.285757604710721,78.82739659612957
150.0,80.0,100.0,Daun Bawang,21.161489897713306,77.2451184222144,6.488138222846361,66.87970848456406
150.0,80.0,100.0,Daun Bawang,21.498106771411287,77.61734934031219,6.4904400511142075,66.07984102184768
150.0,80.0,100.0,Daun Bawang,21.550568889715016,77.6092631197292,6.50099872942306,65.55452999177835
150.0,80.0,100.0,Daun Bawang,21.219687856532914,77.59759724602742,6.475751012344961,67.5162284051683
150.0,80.0,100.0,Daun Bawang,21.654198522450855,77.48786372512642,6.505202807311424,62.878253842869846
150.0,80.0,100.0,Daun Bawang,21.705939747264434,76.99606581477454,6.492485234263327,64.53738441145316
150.0,80.0,100.0,Daun Bawang,21.484029868854453,77.50910660980192,6.470537348783981,64.90980683769361
150.0,80.0,100.0,Daun Bawang,21.739818873777836,77.79602508755428,6.477444291995168,66.80405923221566
150.0,80.0,100.0,Daun Bawang,21.569152817481672,77.979251293223,6.481975699131821,67.24389767262522
150.0,80.0,100.0,Daun Bawang,21.735172483141728,77.57518359455621,6.504094225822647,66.42834765952064
120.0,60.0,80.0,Daun Bawang,18.74648915989157,67.5705376071286,6.957814925027204,53.10525857878986
120.0,60.0,80.0,Daun Bawang,18.242324940298047,67.53459414566707,7.008905700352129,54.65045341772795
120.0,60.0,80.0,Daun Bawang,18.250167214371334,67.35284113007806,7.0118404362721485,53.75483954906925
120.0,60.0,80.0,Daun Bawang,18.706257220625787,67.38344558116832,7.002435118777768,52.998174955430365
120.0,60.0,80.0,Daun Bawang,18.59023575129681,67.64472784842685,7.04128960035864,54.463980475373496
120.0,60.0,80.0,Daun Bawang,18.127538942490254,68.09948474538115,6.987150361991949,56.612244814934506
120.0,60.0,80.0,Daun Bawang,18.56633234782774,67.8916607151964,6.9897382022873344,55.97673061986682
120.0,60.0,80.0,Daun Bawang,18.74460584614978,67.35545637620123,7.0107341526785625,52.3147102832971
120.0,60.0,80.0,Daun Bawang,18.665664795568375,67.27237368601763,6.995166412329917,55.52873836097319
120.0,60.0,80.0,Daun Bawang,18.382657512720147,66.71732324338167,6.954114480478671,500.0
180.0,100.0,120.0,Daun Bawang,24.196290912527097,82.85195951131045,5.995713899861803,83.37049426897401
180.0,100.0,120.0,Daun Bawang,24.11295724132225,82.693537319505,6.020036622081626,84.233275610377
180.0,100.0,120.0,Daun Bawang,23.82786369491714,82.60991218828043,5.997912957048726,82.39403615145817
180.0,100.0,120.0,Daun Bawang,23.519622976495818,82.39493413980611,5.9332094523930605,81.42125419984154
180.0,100.0,120.0,Daun Bawang,24.072817906763767,83.3234691329134,6.012538129806124,85.55585311385293
180.0,100.0,120.0,Daun Bawang,24.25106904124316,81.77841874570386,6.011959961116741,82.42801867467436
180.0,100.0,120.0,Daun Bawang,24.195399993860253,82.64344737406896,5.996536070442819,81.4714068782851
180.0,100.0,120.0,Daun Bawang,24.010466481016365,83.28482238970162,6.020134106044627,82.24673678962428
180.0,100.0,120.0,Daun Bawang,24.131762042840847,82.47871186018853,6.003618781639593,86.73208626080788
180.0,100.0,120.0,Daun Bawang,24.145291065649513,83.07633311662676,6.016342207171041,83.36726166008707
150.0,150.0,150.0,Daun Bawang,19.901056017958265,69.58385610971848,6.029556644529912,116.19711963906434
150.0,150.0,150.0,Daun Bawang,20.17078922827917,70.01443184385803,5.994148977981061,115.47368993975074
150.0,150.0,150.0,Daun Bawang,19.959738861509695,69.86002203101248,5.952893965409218,116.66687307448429
150.0,150.0,150.0,Daun Bawang,20.004994928308456,70.78278457916602,6.012667724773053,117.88506487773277
150.0,150.0,150.0,Daun Bawang,20.05147798113564,69.54835970917867,6.0014734547911415,117.85197965698546
150.0,150.0,150.0,Daun Bawang,20.279335858576655,69.95017977727149,6.002862822032031,119.17490369758866
150.0,150.0,150.0,Daun Bawang,20.041441483124313,69.86845308047626,5.967958666185261,115.98092328624222
150.0,150.0,150.0,Daun Bawang,19.901500296696998,70.69971171724876,5.974464741188056,113.54431989170173
150.0,150.0,150.0,Daun Bawang,19.91248670030906,70.00373080749554,5.993854237603326,117.04272041454543
150.0,150.0,150.0,Daun Bawang,20.0883716987127,70.40780975248802,5.973805827038474,116.50708295487743
90.0,40.0,45.0,Daun Bawang,20.068393220090027,89.24190596840025,6.477323628865845,68.556858201778
90.0,40.0,45.0,Daun Bawang,20.145586016842046,90.32611458760914,6.511679174403314,66.71983976978943
90.0,40.0,45.0,Daun Bawang,19.707821780865995,89.85872788734297,6.505562705735667,69.1541078438874
90.0,40.0,45.0,Daun Bawang,20.165915377521323,90.2112637253002,6.490910356977594,67.34240833881859
90.0,40.0,45.0,Daun Bawang,19.8261821074602,90.63879668073469,6.4879759577292315,65.36830527463059
90.0,40.0,45.0,Daun Bawang,20.212222782037927,90.30631048250976,6.486175496989885,65.47383682665607
90.0,40.0,45.0,Daun Bawang,20.063316047064603,90.79565962677358,6.4999475586588735,67.77310223376394
90.0,40.0,45.0,Daun Bawang,19.913735008070518,90.4139630266089,6.5198984059002365,65.01739712666499
90.0,40.0,45.0,Daun Bawang,20.124589209528537,89.40928773603906,6.489463709989078,62.96618571804936
90.0,40.0,45.0,Daun Bawang,20.136917675106787,89.28855368692973,6.481021295585895,68.53010863057716
110.0,50.0,55.0,Daun Bawang,23.070252820560327,92.8390382081171,6.0519295443459615,84.39424176253885
110.0,50.0,55.0,Daun Bawang,23.17258395435613,92.42075451413095,5.990131964913235,83.3380813948977
110.0,50.0,55.0,Daun Bawang,23.16493917923761,92.28323096235363,6.0294672847660635,84.88174642098149
110.0,50.0,55.0,Daun Bawang,23.114365384080998,93.17139100154984,5.961795083132746,82.9676958024978
110.0,50.0,55.0,Daun Bawang,23.27745371964238,92.44130622490042,5.994467602380763,82.8360516217245
110.0,50.0,55.0,Daun Bawang,22.764962493392606,93.10725695704843,6.009861841626373,81.71051554346832
110.0,50.0,55.0,Daun Bawang,22.675379087395033,93.53581779406659,6.000387755040024,83.5666322791353
110.0,50.0,55.0,Daun Bawang,23.13222102536909,92.5988609762487,6.02692347939071,81.41225699121578
110.0,50.0,55.0,Daun Bawang,22.87017103946676,93.65221559843361,6.015816838547453,85.21477927246143
110.0,50.0,55.0,Daun Bawang,22.79453781557406,92.16106434909003,5.9505158960361015,83.54376334038881
75.0,250.0,250.0,Bawang Putih,21.687848949163797,67.95035695462201,6.468651503468954,75.8516163276525
75.0,250.0,250.0,Bawang Putih,21.437891359615627,67.0805386636341,6.540714621199207,75.04099400422716
75.0,250.0,250.0,Bawang Putih,21.52525109187515,67.72681582444804,6.48939703642965,74.76400333944997
75.0,250.0,250.0,Bawang Putih,21.84769423206719,66.53462294913697,6.466494456860207,75.70390815583507
75.0,250.0,250.0,Bawang Putih,21.494552836226894,67.6820055568833,6.504782228031647,74.72361032904428
75.0,250.0,250.0,Bawang Putih,21.336636759860397,67.50856655645427,6.458394640025396,73.4154346509913
75.0,250.0,250.0,Bawang Putih,20.99312113566309,67.52742649162579,6.510016937859637,74.94194296056061
75.0,250.0,250.0,Bawang Putih,21.472716367212143,67.95485848982014,6.536025087790139,73.46928754988896
75.0,250.0,250.0,Bawang Putih,21.293413765685614,67.29825489623192,6.5249277403732595,76.661062437508
75.0,250.0,250.0,Bawang Putih,21.639749656610352,67.10270183686485,6.521073424751555,75.00608195087098
80.0,220.0,240.0,Bawang Putih,24.689068428281765,67.38056671541061,6.474635810231384,83.85960365418137
80.0,220.0,240.0,Bawang Putih,25.021115604722425,67.67185768423683,6.4936875532362,83.33028788368938
80.0,220.0,240.0,Bawang Putih,24.919339144712154,68.19398327684034,6.486051854331054,83.28819513788663
80.0,220.0,240.0,Bawang Putih,25.03173909925773,67.15420778396002,6.501353803212819,82.50860306628228
80.0,220.0,240.0,Bawang Putih,25.144162412103903,67.7421438201849,6.525033535464116,82.87760410994032
80.0,220.0,240.0,Bawang Putih,25.153287516352307,67.61351119346918,6.556489580452677,83.07735588869444
80.0,220.0,240.0,Bawang Putih,24.973987710139212,67.46845946183548,6.490715557927295,83.7489082475792
80.0,220.0,240.0,Bawang Putih,24.77573434521085,67.44560260525839,6.4822635668577275,83.36896687087659
80.0,220.0,240.0,Bawang Putih,24.94615610321585,67.77174584191425,6.50275757374533,85.35035291598119
80.0,220.0,240.0,Bawang Putih,25.20696037158919,66.16917973269388,6.495098164175339,86.76075840101241
90.0,200.0,260.0,Bawang Putih,23.391073649224907,75.42932741782471,6.659218836024648,62.43992601010573
90.0,200.0,260.0,Bawang Putih,23.32627986882717,75.23632783248604,6.6539461451739665,62.244610188641076
90.0,200.0,260.0,Bawang Putih,23.340866790951576,74.69376664369604,6.610205486534966,64.32086823813523
90.0,200.0,260.0,Bawang Putih,23.517418590871884,75.37163762111572,6.672034972069085,64.64986946239082
90.0,200.0,260.0,Bawang Putih,23.639163163262936,75.58565612729168,6.641221492464259,61.50244264133588
90.0,200.0,260.0,Bawang Putih,23.53673082331901,75.60621689655542,6.672817428115055,62.62781731202128
90.0,200.0,260.0,Bawang Putih,23.326014504018026,75.34337182243085,6.654189245421948,62.87424120796559
90.0,200.0,260.0,Bawang Putih,23.823784353867858,74.9279944461569,6.6457510878867065,62.9193931730465
90.0,200.0,260.0,Bawang Putih,23.25244954018303,74.96224024617123,6.611542288479486,60.48540794233593
90.0,200.0,260.0,Bawang Putih,23.33333032706026,74.6005137108917,6.665020656272468,62.3328492580463
240.0,60.0,100.0,Bawang Putih,26.825375352540583,59.95819849561312,6.49150944497232,68.26994831927037
240.0,60.0,100.0,Bawang Putih,27.16403275915229,59.99815319108198,6.462238239170967,68.51055654453188
240.0,60.0,100.0,Bawang Putih,26.98697952354003,59.89796562175755,6.519525222282506,66.83860598515612
240.0,60.0,100.0,Bawang Putih,27.265222994814607,59.7211750426305,6.48182769350972,66.90195914365665
240.0,60.0,100.0,Bawang Putih,26.975106333330814,60.78742849729694,6.5122979586859655,67.15317134785198
240.0,60.0,100.0,Bawang Putih,27.27974273878052,60.12347597788846,6.485169828575172,67.03267957576662
240.0,60.0,100.0,Bawang Putih,27.115974254840445,60.39030793936822,6.548852537817128,71.25828635241425
240.0,60.0,100.0,Bawang Putih,26.839702395945128,60.39018322833146,6.482718195044839,64.80343617094292
240.0,60.0,100.0,Bawang Putih,27.182455567915518,59.98040328128738,6.482732366983742,66.35822021006965
240.0,60.0,100.0,Bawang Putih,27.331690393229188,59.62044384966718,6.4691039827472725,69.48284464344782
200.0,80.0,120.0,Bawang Putih,25.17821419549142,70.6568280369558,6.9746276274882675,57.85487192505682
200.0,80.0,120.0,Bawang Putih,24.928366544263376,70.28182750793813,7.029377025406859,59.60127899740613
200.0,80.0,120.0,Bawang Putih,25.274839005471684,69.5857141066013,6.993230444246102,59.422711266456155
200.0,80.0,120.0,Bawang Putih,24.6608066014804,70.40433248231756,6.972616838285115,56.624956404227305
200.0,80.0,120.0,Bawang Putih,25.25359321410452,69.78193756384125,7.0068060730817034,59.63927115630448
200.0,80.0,120.0,Bawang Putih,25.10237070393866,69.64014269893043,6.923753670816612,59.686996544934374
200.0,80.0,120.0,Bawang Putih,24.914878002379588,69.87569814650186,6.976754011797506,59.607493046227034
200.0,80.0,120.0,Bawang Putih,25.025639414959883,69.32643227946573,7.02716753516912,58.84348377691223
200.0,80.0,120.0,Bawang Putih,24.78309079081689,69.35639742054525,7.0119119923800834,58.17632799328336
200.0,80.0,120.0,Bawang Putih,25.101502664881252,69.21372539370805,7.035282723954435,58.00286100333843
180.0,50.0,80.0,Bawang Putih,28.41587830430131,54.478881355074925,6.143552306866306,78.87272946083708
180.0,50.0,80.0,Bawang Putih,28.489007757582264,55.663585471368734,6.149071995441231,77.86700319281563
180.0,50.0,80.0,Bawang Putih,28.461311755487383,54.793649864477544,6.1504661297368965,78.04154593742784
180.0,50.0,80.0,Bawang Putih,28.486093648329774,55.39681654199774,6.095532740534285,80.14345835225579
180.0,50.0,80.0,Bawang Putih,28.587191873630196,54.47383753006592,6.129763134280427,79.28101968302471
180.0,50.0,80.0,Bawang Putih,28.583980451932337,54.845188947474895,6.130746933280195,79.70794335857177
180.0,50.0,80.0,Bawang Putih,28.63019584737625,54.64612133766885,6.156357096566655,80.27983760596995
180.0,50.0,80.0,Bawang Putih,28.416894637201402,55.182235796002466,6.125912827935483,77.86743591869623
180.0,50.0,80.0,Bawang Putih,28.687819048844606,55.46547630520141,6.184852296922228,79.71254673091191
180.0,50.0,80.0,Bawang Putih,28.49829390178887,54.408073200478604,6.132792145678577,77.57470582068129
175.0,125.0,150.0,Bawang Putih,27.269001620300212,64.97276778737825,6.240190844903209,66.78861023386493
175.0,125.0,150.0,Bawang Putih,26.658960921785482,64.89481673820634,6.271039177814485,63.59517416153343
175.0,125.0,150.0,Bawang Putih,27.037299734540817,64.78833757820111,6.26751149893002,67.02602584139696
175.0,125.0,150.0,Bawang Putih,26.94906074907947,65.63617328798418,6.238115509469582,65.61019001652257
175.0,125.0,150.0,Bawang Putih,26.86169058595314,65.19989805239108,6.257831686251726,64.60396711067878
175.0,125.0,150.0,Bawang Putih,27.122178958806984,65.04054099340624,6.257253209683906,65.45571667099894
175.0,125.0,150.0,Bawang Putih,27.1773400308685,64.30356348109903,6.239259495510833,65.39364470769732
175.0,125.0,150.0,Bawang Putih,26.72039016903836,64.43916733387235,6.258757553899388,67.73558210701654
175.0,125.0,150.0,Bawang Putih,26.984070947836695,64.30259666146885,6.267898624702946,67.56370094939591
175.0,125.0,150.0,Bawang Putih,27.360604561861326,64.44476285943833,6.276885106434163,67.55111953867716
150.0,100.0,125.0,Bawang Putih,28.538667598964135,59.93810502584555,6.300445589914009,80.80552869177451
150.0,100.0,125.0,Bawang Putih,28.6738091812025,60.79342541803925,6.293093182580581,84.88449710898317
150.0,100.0,125.0,Bawang Putih,28.466726185297333,59.41523029075743,6.315109967204426,83.97708586084703
150.0,100.0,125.0,Bawang Putih,28.644408974503897,59.15782156664588,6.305572840026364,84.13184139700218
150.0,100.0,125.0,Bawang Putih,28.45988259832687,59.9238711953097,6.292792407450014,84.14284927424252
150.0,100.0,125.0,Bawang Putih,28.479220679352785,59.44594091805167,6.289025122858064,85.20586340978743
150.0,100.0,125.0,Bawang Putih,28.760945945274692,60.503073347847916,6.304219144257557,84.1878145462096
150.0,100.0,125.0,Bawang Putih,28.4085922048743,59.89614837696596,6.321704161314438,82.61256381200297
150.0,100.0,125.0,Bawang Putih,28.290589608574386,59.511977679676946,6.315784640132077,81.62431550885454
150.0,100.0,125.0,Bawang Putih,28.46896071426125,59.94929079312331,6.28033780962771,85.02313207009759
180.0,150.0,175.0,Bawang Putih,24.818756315482744,69.0944442795416,6.732751568480352,76.27713004732998
180.0,150.0,175.0,Bawang Putih,24.89316809380161,69.04929396577393,6.7994064682480495,74.64980893847097
180.0,150.0,175.0,Bawang Putih,24.89674460548,69.81367301634656,6.754679621642682,73.68949863578239
180.0,150.0,175.0,Bawang Putih,25.1376822880043,70.0259067313318,6.758239737419334,77.84787024298508
180.0,150.0,175.0,Bawang Putih,25.258202493109195,70.03388517709445,6.7569259536113115,73.49314971724756
180.0,150.0,175.0,Bawang Putih,25.339876338020417,69.25994493545954,6.704603390084932,74.73681404268837
180.0,150.0,175.0,Bawang Putih,25.173541903087834,70.30448247183455,6.787367682788629,74.13400599693911
180.0,150.0,175.0,Bawang Putih,24.930504504407573,70.36144941137661,6.712806170675854,76.37142385655936
180.0,150.0,175.0,Bawang Putih,24.811846422396545,69.86612401494301,6.724563293798461,73.74767324086734
180.0,150.0,175.0,Bawang Putih,24.89293925651533,70.03372724442852,6.72716378469026,72.48514679270247
80.0,40.0,45.0,Bawang Putih,26.511781122014817,65.58000115829073,6.532774392975124,60.25931753662869
80.0,40.0,45.0,Bawang Putih,26.92701764450182,64.63347087398083,6.498181481054026,57.84881669236402
80.0,40.0,45.0,Bawang Putih,26.980674171234572,65.1634209066597,6.508946689224362,59.15774797783539
80.0,40.0,45.0,Bawang Putih,26.9158407916125,64.76355403597088,6.4782130832133,56.954078884655736
80.0,40.0,45.0,Bawang Putih,26.977999150967314,65.5751451427063,6.485708619421298,59.20359860191038
80.0,40.0,45.0,Bawang Putih,26.93542347059542,64.7690839220599,6.483330610725531,58.81290627174337
80.0,40.0,45.0,Bawang Putih,26.8700355980069,65.20514639852956,6.506117819193686,56.95863757971225
80.0,40.0,45.0,Bawang Putih,26.873855466512435,64.3209291548311,6.499706731546555,58.03773214473082
80.0,40.0,45.0,Bawang Putih,26.967965866688257,64.34860274123461,6.529601851244126,56.511969956241984
80.0,40.0,45.0,Bawang Putih,26.825937169647872,64.7344245380183,6.478895594204728,59.12907569155177
20.0,15.0,20.0,Lidah Buaya,24.99446609273598,75.19709637357974,7.5038051525208935,95.86470757967396
20.0,15.0,20.0,Lidah Buaya,24.98093672700967,74.68178136794486,7.514304876640933,96.22509009558856
20.0,15.0,20.0,Lidah Buaya,24.964421152218698,74.95617922595369,7.493579495423596,98.1491889267188
20.0,15.0,20.0,Lidah Buaya,24.727391858957454,74.94760992255016,7.50794534371125,96.35301861022286
20.0,15.0,20.0,Lidah Buaya,24.975583297313342,75.46709948000728,7.499241252157983,94.92349757093073
20.0,15.0,20.0,Lidah Buaya,25.06731573808878,75.04818086513524,7.51924845220789,99.520509070105
20.0,15.0,20.0,Lidah Buaya,25.09098311334396,74.5852798084649,7.492180756665888,97.51467438955494
20.0,15.0,20.0,Lidah Buaya,25.24083954204099,74.96959298360191,7.50052312639956,97.86583755024508
20.0,15.0,20.0,Lidah Buaya,25.07552085650514,74.76604176408128,7.514605358160498,96.51313703240686
20.0,15.0,20.0,Lidah Buaya,24.95000575114475,74.32584645011595,7.496625138300459,96.23493900758267
45.0,45.0,45.0,Lidah Buaya,30.137142065141497,59.29348982941754,7.5735368891643615,286.77546438599745
45.0,45.0,45.0,Lidah Buaya,29.97503773546284,60.46225129941992,7.590469135800363,313.9032219422422
45.0,45.0,45.0,Lidah Buaya,29.80439788821766,59.98132741361363,7.588876023857399,289.15603127090316
45.0,45.0,45.0,Lidah Buaya,29.87662278999324,60.048060121508485,7.586619259124596,288.11060795872083
45.0,45.0,45.0,Lidah Buaya,30.1233073937549,60.00629301565476,7.551217439018654,287.07490762329815
45.0,45.0,45.0,Lidah Buaya,30.12372050812933,59.89379582420138,7.57195925617459,277.24066053144054
45.0,45.0,45.0,Lidah Buaya,29.905462532837607,59.973222763706794,7.612319978129348,288.43013652512695
45.0,45.0,45.0,Lidah Buaya,29.895041959312774,60.27272255406619,7.5897858357801145,285.7016255510545
45.0,45.0,45.0,Lidah Buaya,30.040829012796593,59.76573356203646,7.60883153679444,340.40056387120677
45.0,45.0,45.0,Lidah Buaya,29.95666819842628,60.34914997559822,7.5659133664073535,276.43628195624854
50.0,50.0,50.0,Lidah Buaya,32.510949911360534,64.8274679694702,7.509631435897694,134.84099526111103
50.0,50.0,50.0,Lidah Buaya,32.6153941302626,65.06835619796982,7.502819318735009,158.28473389966175
50.0,50.0,50.0,Lidah Buaya,32.46017177851012,65.46960467079079,7.50568520131719,169.81182458698777
50.0,50.0,50.0,Lidah Buaya,32.1107506222439,64.2650048745744,7.50386555054793,155.08967947128366
50.0,50.0,50.0,Lidah Buaya,32.37151645809128,64.76750962923096,7.479384396860805,149.38578115885957
50.0,50.0,50.0,Lidah Buaya,32.30533465652826,65.38404575638194,7.52207930610588,163.891297373484
50.0,50.0,50.0,Lidah Buaya,32.52049371516516,65.45118766927538,7.498421944173215,195.91601082566967
50.0,50.0,50.0,Lidah Buaya,32.622287735660684,64.7251912394406,7.487097236018911,211.75783551066297
50.0,50.0,50.0,Lidah Buaya,32.161288573922974,64.58500454691178,7.525258771378185,179.45638800523503
50.0,50.0,50.0,Lidah Buaya,32.42587240968677,64.84886505860554,7.50792323660404,185.7209202561087
38.0,37.0,38.0,Lidah Buaya,30.257222030549737,60.09796169316905,6.714865057398615,292.31511982095225
38.0,37.0,38.0,Lidah Buaya,30.15602687758513,59.789422596667684,6.766816804016399,329.67506289600914
38.0,37.0,38.0,Lidah Buaya,30.04948798200725,60.21724956225008,6.758326662120521,299.5969660287912
38.0,37.0,38.0,Lidah Buaya,30.335375853317338,60.475635001113616,6.749437176965827,308.3634672172186
38.0,37.0,38.0,Lidah Buaya,30.219200938764338,60.47643524897791,6.716287569415473,309.528846349328
38.0,37.0,38.0,Lidah Buaya,29.8499159092461,60.111989799471516,6.7605750149482455,283.34293205329294
38.0,37.0,38.0,Lidah Buaya,30.16717982736462,59.94492500871413,6.758134541344006,311.49245373972434
